Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDU22,OUT018,2059.9
FDZ49,OUT018,2644.5
NCI42,OUT017,2709.1
FDT04,OUT027,388.16
NCU41,OUT045,3630.6
FDS56,OUT045,6033.4
NCN42,OUT017,2969.4
FDK34,OUT046,5005.4
FDB03,OUT017,4097.3
DRJ25,OUT035,2492.7
FDT25,OUT027,4832.3
FDN20,OUT013,2874.9
FDP09,OUT013,4488.1
FDM20,OUT019,480.7
NCG55,OUT046,2519.3
NCP14,OUT045,509.33
NCH06,OUT046,1231.7
FDV52,OUT013,948.09
NCL07,OUT035,759.01
DRJ11,OUT027,7504.2
DRO59,OUT013,1290.3
FDW15,OUT010,310.26
NCQ30,OUT035,2157.1
NCN54,OUT019,229.7
FDY01,OUT027,3415.5
FDX39,OUT035,3165.8
FDH53,OUT027,2139.2
FDA57,OUT035,1358.2
NCC07,OUT010,317.58
FDU28,OUT013,3872.9
FDK36,OUT010,101.2
FDR36,OUT018,905.48
NCQ17,OUT035,1544.6
FDS28,OUT019,147.8
FDE08,OUT045,4082.6
FDU22,OUT046,2059.9
FDG41,OUT045,1567.9
FDO31,OUT010,159.79
FDM21,OUT019,774.99
FDU40,OUT017,3099.9
FDV36,OUT018,3962.8
FDT10,OUT027,2043.3
FDX38,OUT045,1576.6
NCU30,OUT027,2960.1
NCV06,OUT049,1518
FDT16,OUT035,6048.7
NCP41,OUT027,2167.8
FDZ56,OUT017,2863.6
FDC22,OUT035,2703.1
FDU10,OUT035,910.81
FDS46,OUT045,2370.2
FDO08,OUT049,3617.9
NCV42,OUT018,2011.3
FDP33,OUT035,2045.3
FDJ12,OUT046,2143.8
FDH04,OUT045,1358.2
NCU54,OUT013,4035.4
FDO36,OUT010,180.43
FDT37,OUT027,6630
FDD14,OUT010,184.42
FDA16,OUT013,2210.4
NCS42,OUT019,185.09
FDP10,OUT019,311.59
FDQ28,OUT049,3089.3
FDK57,OUT010,131.82
FDK02,OUT013,2756.4
FDW47,OUT018,3533.4
NCC42,OUT018,1685.8
FDQ37,OUT018,4843.6
FDL40,OUT046,868.86
DRE13,OUT010,94.543
FDQ34,OUT027,2450.1
NCB54,OUT046,1428.1
FDS48,OUT049,1504.7
FDO15,OUT045,2512.7
NCT30,OUT013,1480
FDU49,OUT027,1997.4
FDE21,OUT046,2109.2
FDS49,OUT019,399.48
FDT38,OUT027,241.68
FDZ01,OUT045,1986
FDC41,OUT035,1614.5
DRG13,OUT010,308.93
NCZ42,OUT018,4740.4
NCM07,OUT045,1342.2
NCV17,OUT018,3545.3
DRK39,OUT035,416.12
FDS37,OUT018,1853.5
FDV12,OUT019,198.4
NCG19,OUT018,2812.3
FDS51,OUT013,1857.5
NCO14,OUT046,1543.3
FDC38,OUT046,1987.4
FDN15,OUT046,365.52
NCH42,OUT013,8323.8
FDQ22,OUT046,1543.3
FDC05,OUT013,1761.7
FDZ31,OUT013,4456.1
DRJ23,OUT049,6687.9
FDC52,OUT035,1491.3
DRD12,OUT010,89.883
FDV55,OUT017,2648.5
FDD32,OUT046,1238.3
FDR01,OUT049,2388.8
FDY08,OUT019,755.01
FDQ45,OUT045,2993.4
DRN11,OUT027,1895.5
NCS05,OUT018,2649.8
FDY32,OUT035,4586
NCD31,OUT045,3124.5
NCE06,OUT049,1787
NCP14,OUT046,1922.8
NCF18,OUT019,196.41
FDF14,OUT018,1491.3
FDB22,OUT017,2106.5
NCH54,OUT049,4119.9
FDU27,OUT035,2109.2
FDS58,OUT027,4474.1
NCU29,OUT035,3062
FDJ57,OUT013,1970.7
FDL56,OUT049,1022.6
FDH60,OUT035,4152.5
FDN24,OUT018,1310.2
FDD02,OUT017,365.52
FDP15,OUT017,1035.9
FDB28,OUT027,7478.2
DRC49,OUT045,2467.4
NCG30,OUT018,2739.1
FDJ14,OUT049,1038.6
FDL52,OUT045,910.81
NCG19,OUT027,7170.6
NCN41,OUT035,1992
FDW22,OUT013,5764.4
FDI02,OUT013,3150.5
FDV51,OUT045,3425.5
FDV48,OUT046,2336.9
NCL17,OUT019,262.32
FDP46,OUT045,1797.6
FDU10,OUT045,910.81
FDT37,OUT010,731.04
FDI27,OUT035,1516
FDN51,OUT046,1001.3
FDW07,OUT035,515.32
FDN45,OUT049,2013.3
DRN37,OUT027,7741.9
DRF48,OUT049,5502.8
FDP38,OUT019,165.78
NCX18,OUT027,3751.1
FDK45,OUT018,1390.1
FDZ37,OUT049,1569.9
FDS50,OUT018,4434.2
NCR54,OUT018,3350.3
NCS17,OUT035,1821.6
FDV31,OUT046,529.31
DRE27,OUT017,1713.7
FDN60,OUT013,2106.5
FDK26,OUT013,2205.1
FDX37,OUT018,2463.4
FDW31,OUT046,796.29
FDX26,OUT018,3101.2
DRL49,OUT019,141.81
FDU49,OUT017,703.08
FDY58,OUT046,6201.9
FDN03,OUT045,5976.2
NCV06,OUT010,571.25
FDH53,OUT045,1733.7
FDG31,OUT018,2518.7
NCC06,OUT045,2812.3
FDS13,OUT049,3709.8
FDP16,OUT035,2702.4
FDA35,OUT013,2665.8
DRP47,OUT018,3280.3
FDY28,OUT010,691.1
FDY20,OUT035,1267.6
NCH30,OUT017,1901.5
NCR29,OUT019,113.18
NCP05,OUT013,2969.4
NCF30,OUT019,251.67
FDA08,OUT035,4293
FDN51,OUT027,6474.2
FDH12,OUT046,2876.2
FDY39,OUT017,3259.7
NCO53,OUT045,3101.2
FDB40,OUT046,1895.5
FDH02,OUT049,181.09
FDY11,OUT027,1597.9
FDQ09,OUT019,575.91
FDP16,OUT013,1225
NCF55,OUT018,767
FDY09,OUT027,4377.6
FDY39,OUT045,3259.7
NCU53,OUT049,2155.1
NCT41,OUT049,3795
FDJ45,OUT046,1280.9
FDR28,OUT013,994.7
FDN08,OUT013,958.75
FDJ07,OUT049,815.6
FDZ09,OUT027,3523.4
FDQ14,OUT017,1901.5
FDY12,OUT027,2290.3
FDK57,OUT046,2059.9
FDD20,OUT049,2936.1
FDS36,OUT018,2277
FDI40,OUT049,2270.3
FDJ40,OUT045,1960.7
FDE08,OUT013,2783
DRK01,OUT013,958.75
FDC58,OUT049,810.94
FDE50,OUT046,3078.6
FDX48,OUT035,1402.1
DRM35,OUT018,2336.9
FDG41,OUT013,1567.9
FDB52,OUT046,2045.3
FDV19,OUT045,1104.5
DRG48,OUT017,3006
FDI26,OUT013,719.06
FDU11,OUT019,622.52
FDF59,OUT019,675.12
FDR07,OUT049,1255
NCE06,OUT017,2111.9
FDE10,OUT046,1967.4
NCO55,OUT046,2143.8
FDZ13,OUT013,717.73
FDT50,OUT017,958.75
FDH12,OUT010,207.72
FDD21,OUT045,810.94
NCM05,OUT013,3974.8
FDK04,OUT013,1534
FDN33,OUT017,661.8
NCM18,OUT010,415.45
DRC25,OUT049,1116.5
FDT47,OUT017,1166.4
FDD45,OUT027,2036.6
NCD07,OUT018,230.36
NCY54,OUT010,172.44
FDL12,OUT049,1078.5
FDL02,OUT017,1270.3
FDC60,OUT035,2079.9
FDR37,OUT017,6157.3
FDY16,OUT017,4257.1
FDU26,OUT045,2665.8
FDN24,OUT013,2492.7
FDH44,OUT013,1765.7
FDE23,OUT010,94.543
FDW60,OUT017,2999.4
FDQ55,OUT049,1382.2
FDV32,OUT027,2143.8
FDV03,OUT010,312.92
FDY14,OUT010,1324.9
NCL55,OUT027,2145.2
DRF25,OUT017,1380.8
FDX03,OUT046,769.66
FDF40,OUT045,4731.1
FDX24,OUT010,94.543
FDA25,OUT049,1125.2
FDH21,OUT018,2852.2
FDB47,OUT010,427.44
FDT34,OUT019,211.72
FDS39,OUT010,425.44
NCU05,OUT046,2336.2
FDE02,OUT049,1783.6
FDL25,OUT035,638.5
FDC50,OUT049,1607.2
FDZ32,OUT049,946.76
FDV14,OUT045,697.75
FDR07,OUT045,1255
FDB26,OUT049,1597.9
NCR50,OUT045,3173.8
FDP01,OUT018,1829.6
FDH57,OUT045,1713.7
FDM60,OUT027,1096.5
FDA45,OUT017,2954.1
FDU55,OUT017,2863.6
FDH40,OUT035,1543.3
FDG40,OUT019,173.1
FDT12,OUT049,5191.2
DRL59,OUT045,607.87
FDT47,OUT018,1565.9
FDI60,OUT017,1597.9
DRF51,OUT027,934.78
NCK31,OUT049,1034.6
FDB08,OUT045,2727.7
FDM44,OUT035,1289.6
FDD46,OUT018,3691.1
FDR27,OUT019,592.56
FDV56,OUT010,213.05
FDM02,OUT049,1022.6
FDU45,OUT018,2908.2
FDZ10,OUT017,1897.5
NCK31,OUT010,111.85
FDR27,OUT035,2119.9
FDF33,OUT013,1584.6
FDJ36,OUT046,337.56
FDP33,OUT049,5113.3
FDG17,OUT046,3327.6
FDG47,OUT027,4504.8
NCW29,OUT046,778.98
DRH59,OUT017,1290.3
FDR32,OUT017,5480.8
FDP48,OUT035,6179.9
FDG17,OUT035,3327.6
DRJ59,OUT017,767
FDY48,OUT027,3199.1
FDB02,OUT046,1235
FDN10,OUT019,575.91
NCD55,OUT035,293.61
FDX34,OUT013,367.52
FDZ38,OUT045,4637.9
DRF37,OUT049,3418.8
DRL47,OUT019,250.34
FDL27,OUT035,1278.3
NCP53,OUT035,4278.4
FDT03,OUT019,374.17
FDJ28,OUT035,3861.6
FDF40,OUT018,4731.1
FDA32,OUT035,1078.5
NCP02,OUT017,2486.7
FDZ31,OUT045,4471.5
NCQ29,OUT013,1506
FDP57,OUT010,399.48
FDL32,OUT027,1565.9
DRB01,OUT035,4933.5
FDJ40,OUT046,1960.7
FDO24,OUT018,3010.7
FDO11,OUT018,1245
FDA56,OUT035,1949.4
FDF02,OUT045,1743
FDA10,OUT013,2988.1
NCI55,OUT017,365.52
FDZ40,OUT010,229.03
FDV08,OUT049,864.2
FDN48,OUT013,2247
FDU57,OUT017,2106.5
DRF49,OUT013,1366.2
FDS02,OUT035,2458.1
FDS43,OUT046,2277
FDT16,OUT013,4996.8
FDX19,OUT027,3297.7
FDK15,OUT046,1388.8
DRA12,OUT049,3277
FDY35,OUT017,1323.6
NCU42,OUT013,2376.9
FDD26,OUT013,3331.6
FDR11,OUT018,1765
NCP53,OUT045,4278.4
FDP34,OUT045,3978.1
NCV41,OUT019,339.55
FDN20,OUT018,2631.2
FDZ16,OUT018,4777.1
FDZ28,OUT049,2024
NCL55,OUT013,4807
NCJ17,OUT046,1193.1
FDT37,OUT046,788.97
FDV51,OUT049,3735.1
FDZ28,OUT035,1789.6
FDN27,OUT013,1523.3
FDS14,OUT019,303.6
FDZ58,OUT045,2988.1
FDD46,OUT046,3691.1
FDJ03,OUT035,826.25
FDU03,OUT010,176.43
FDA33,OUT027,1618.5
NCW53,OUT035,3142.5
NCC55,OUT017,701.75
FDP52,OUT019,264.98
FDE39,OUT049,3456.1
FDB44,OUT035,4221.1
FDG59,OUT013,1024.6
FDI05,OUT013,1614.5
FDF59,OUT045,1761.7
FDM39,OUT019,359.53
FDB14,OUT013,1929.4
NCS05,OUT019,262.32
DRJ35,OUT045,2192.4
FDO31,OUT019,229.7
FDA31,OUT046,3115.9
FDX40,OUT049,1480
FDW56,OUT045,780.31
FDH09,OUT018,1298.3
FDA52,OUT019,176.43
FDF20,OUT019,197.07
FDE40,OUT046,2073.9
NCU17,OUT046,2463.4
NCP14,OUT035,2876.2
FDN25,OUT027,2804.3
FDU39,OUT049,1054.6
NCM05,OUT017,3974.8
FDU07,OUT017,4231.8
FDF28,OUT049,2614.5
FDR57,OUT049,2406.8
FDJ33,OUT013,871.53
DRH23,OUT035,2597.2
FDQ52,OUT046,5960.2
DRK13,OUT035,4471.5
FDP09,OUT046,4701.8
FDR08,OUT027,2956.1
FDV50,OUT045,731.04
FDT13,OUT049,4333.6
FDJ27,OUT027,2596.6
FDH21,OUT046,316.92
FDW14,OUT027,1845.5
FDL52,OUT049,910.81
FDW28,OUT017,589.23
FDL40,OUT049,2055.3
FDE24,OUT046,1701.7
FDX35,OUT049,905.48
FDP46,OUT017,1230.3
FDX56,OUT045,4789.7
FDQ45,OUT049,2021.3
FDK50,OUT027,3515.4
FDY26,OUT045,7833.8
FDQ09,OUT017,1382.2
FDN39,OUT049,2852.2
FDP13,OUT017,918.8
FDR51,OUT013,1491.3
FDZ49,OUT010,621.19
FDL28,OUT018,6093.4
FDZ10,OUT035,3036
FDK38,OUT013,2524
DRL49,OUT027,3119.9
FDR15,OUT013,2482.1
FDQ24,OUT035,6543.4
FDD56,OUT013,4466.1
NCR42,OUT046,1042.6
FDH52,OUT045,1733.7
FDH57,OUT019,254.33
FDR15,OUT010,463.39
FDJ34,OUT035,1867.5
FDW37,OUT035,1701.7
FDQ23,OUT018,1675.1
FDP34,OUT013,3972.8
FDE04,OUT027,7717.9
FDC48,OUT045,639.16
FDA47,OUT019,322.24
FDI35,OUT018,2535.3
NCV05,OUT013,2816.3
FDR28,OUT045,2808.3
FDH31,OUT017,892.83
FDP59,OUT019,102.53
FDS19,OUT018,778.98
FDM60,OUT045,1096.5
FDJ44,OUT018,3663.2
DRH51,OUT017,1619.2
DRC25,OUT017,1288.3
DRE25,OUT013,1118.5
NCX05,OUT049,1138.5
FDR11,OUT017,3048.6
DRP47,OUT045,6056.1
DRC49,OUT019,145.14
FDQ47,OUT027,1318.2
FDL20,OUT013,1556.6
FDM34,OUT035,2936.1
NCN55,OUT013,6008.8
FDD41,OUT035,825.59
FDE52,OUT049,703.08
NCT18,OUT019,179.76
FDJ32,OUT018,1592.5
FDE16,OUT046,3799
FDZ09,OUT045,3111.9
DRZ11,OUT046,1478
FDK41,OUT049,852.22
FDE56,OUT049,2291
FDH34,OUT013,6897.6
DRI49,OUT013,2746.4
DRI59,OUT046,3001.4
DRC36,OUT049,2586.6
FDS15,OUT019,209.06
FDI07,OUT018,2332.9
FDZ15,OUT018,1549.3
NCX41,OUT027,6769.8
NCO29,OUT019,585.9
FDF57,OUT013,2085.9
FDI33,OUT035,703.08
DRJ47,OUT049,1911.5
FDB34,OUT046,2059.9
FDY22,OUT027,4916.9
DRL11,OUT017,4102.6
FDY46,OUT035,2816.3
FDG17,OUT013,3327.6
FDE52,OUT018,1298.3
DRP47,OUT027,7883
FDO01,OUT010,127.16
FDL09,OUT046,1174.4
FDR57,OUT013,2514
DRD37,OUT035,631.84
FDQ36,OUT027,934.78
FDL33,OUT049,3523.4
FDL48,OUT045,759.01
FDL28,OUT049,6093.4
NCN29,OUT046,631.84
FDO13,OUT035,3617.9
FDB38,OUT045,3994.8
FDI36,OUT035,1576.6
FDI58,OUT035,2050.6
FDH22,OUT018,3880.2
FDQ27,OUT013,3281.7
FDT33,OUT046,2446.8
FDC56,OUT045,958.75
FDF14,OUT046,2828.3
FDQ39,OUT017,2348.9
NCM43,OUT017,2120.5
FDS46,OUT035,2665.8
FDI22,OUT049,4181.2
NCE43,OUT045,3124.5
FDZ36,OUT010,1106.5
FDR13,OUT019,365.52
FDP46,OUT018,1230.3
FDW56,OUT019,575.25
FDB40,OUT017,2187.1
FDM28,OUT018,2516.7
FDV49,OUT013,4757.8
NCS53,OUT018,1426.1
FDO03,OUT049,3435.5
FDT15,OUT035,2776.3
FDD33,OUT049,905.48
FDX13,OUT017,5757.8
FDH60,OUT013,2731.1
DRH51,OUT046,1494
NCL07,OUT049,1362.2
FDW51,OUT045,2343.6
FDF21,OUT019,579.24
FDH26,OUT019,379.5
FDJ03,OUT049,1298.3
FDU35,OUT017,1255
DRL01,OUT018,6309.7
FDE59,OUT045,769.66
FDI60,OUT035,1597.9
DRH39,OUT035,1246.3
FDK36,OUT049,631.84
FDN52,OUT045,1691.1
FDU12,OUT017,1845.5
NCT05,OUT027,5672.6
FDS37,OUT027,2488.7
FDK24,OUT017,2492.7
DRF36,OUT013,1950.7
FDN46,OUT010,103.19
NCN06,OUT045,4586
FDD59,OUT035,1288.9
FDM14,OUT045,970.73
FDO10,OUT018,973.39
FDU35,OUT013,2799.6
NCA30,OUT018,1890.8
NCO41,OUT049,2167.8
FDI24,OUT046,3175.8
FDZ16,OUT046,5159.2
FDV47,OUT046,1705.7
FDV16,OUT045,986.71
FDZ22,OUT035,1414.8
FDO20,OUT010,262.32
FDW38,OUT013,2597.2
FDW52,OUT045,2609.9
FDT43,OUT019,161.78
NCS29,OUT045,2914.8
NCC31,OUT017,4016.1
FDA21,OUT017,2993.4
FDQ55,OUT046,1382.2
NCE54,OUT049,3012
FDD45,OUT017,2221.1
NCP17,OUT017,1278.3
FDR47,OUT035,2324.9
DRM35,OUT013,3705.1
FDR47,OUT019,575.25
FDX19,OUT010,452.74
FDV22,OUT027,6465.5
FDQ46,OUT027,4138.6
DRO47,OUT045,667.13
FDB44,OUT010,213.05
FDN02,OUT010,435.43
FDW10,OUT045,5469.5
FDJ41,OUT019,833.58
FDM50,OUT046,1737.7
FDW10,OUT035,529.31
FDY48,OUT049,1845.5
NCE30,OUT027,3205.8
FDO04,OUT045,1534
FDQ26,OUT010,226.37
NCX29,OUT018,2624.5
FDE39,OUT046,3243.7
NCR54,OUT027,7317.1
NCP55,OUT027,1733.7
FDX22,OUT017,2103.9
FDI05,OUT035,1614.5
FDC51,OUT027,3572
FDC10,OUT013,3673.8
FDJ46,OUT045,1955.4
FDV10,OUT010,135.82
FDX12,OUT027,2543.3
FDL43,OUT019,399.48
DRB13,OUT046,567.26
FDF59,OUT027,1687.8
FDT35,OUT049,3302.3
NCJ19,OUT035,2143.2
FDT35,OUT018,6426.3
FDI48,OUT046,1298.3
DRC24,OUT019,457.4
NCZ05,OUT017,1922.8
FDJ57,OUT049,1970.7
FDX11,OUT017,3504.1
FDE09,OUT035,994.7
NCK06,OUT049,2651.2
DRE37,OUT017,4649.9
FDV56,OUT046,1186.4
FDY43,OUT017,2863.6
FDV35,OUT013,2792.3
FDF05,OUT019,833.58
FDA36,OUT035,4165.2
FDS13,OUT027,5522.8
FDU47,OUT013,2552.6
FDI36,OUT010,392.82
FDH48,OUT046,1022.6
FDZ14,OUT013,3835
FDS46,OUT013,2665.8
FDE21,OUT017,2530.7
FDA26,OUT049,3685.8
FDV12,OUT046,708.41
FDL46,OUT019,575.91
FDN57,OUT013,1985.4
NCJ18,OUT017,691.1
FDO36,OUT045,2865.6
FDX55,OUT018,6096
FDT25,OUT019,280.96
FDD16,OUT049,2512.7
NCX18,OUT013,2749.7
NCG55,OUT018,2519.3
NCV18,OUT049,1025.3
NCS18,OUT035,857.55
FDC37,OUT045,2143.8
FDE47,OUT046,1618.5
DRG49,OUT019,934.78
FDC39,OUT049,5752.5
FDH24,OUT019,431.43
FDV39,OUT027,3751.1
NCL17,OUT045,2836.3
NCY53,OUT035,2572.6
FDH52,OUT013,1733.7
NCD19,OUT018,3002.7
FDI44,OUT046,3012
DRD49,OUT027,7170.6
FDN08,OUT035,958.75
FDO20,OUT027,9133.4
FDY02,OUT046,4380.2
FDX23,OUT045,1418.1
FDX01,OUT017,1603.2
FDH20,OUT027,3207.8
NCX41,OUT017,2752.4
FDD21,OUT027,4124.6
DRH11,OUT019,107.85
DRE60,OUT018,7696.6
FDB10,OUT013,4242.4
FDH38,OUT013,1158.4
NCL07,OUT018,759.01
FDD48,OUT046,2603.2
NCT54,OUT027,2910.2
FDF32,OUT027,7488.9
DRH51,OUT045,1318.2
DRG03,OUT035,4921.5
NCY42,OUT019,425.44
FDH32,OUT017,1166.4
NCJ06,OUT027,2488.7
FDH47,OUT027,4960.2
FDZ08,OUT018,487.36
FDK16,OUT017,2027.3
DRG01,OUT018,2450.1
NCM53,OUT027,2876.2
NCB07,OUT035,589.23
NCZ06,OUT035,2536.6
FDU48,OUT049,1298.3
NCB55,OUT027,1677.8
FDP15,OUT013,5757.8
FDF17,OUT046,2561.9
NCN06,OUT049,4586
DRM48,OUT018,559.27
FDH10,OUT046,968.73
FDC60,OUT018,2079.9
FDE35,OUT018,1757.7
DRI23,OUT013,2900.2
NCR38,OUT013,1506
FDP04,OUT035,1534
NCW17,OUT045,2856.2
FDX34,OUT017,1205
NCK53,OUT045,1970.7
NCO54,OUT010,117.18
NCH55,OUT046,1284.9
FDT44,OUT027,5404.9
DRG49,OUT046,663.13
FDX46,OUT010,59.256
DRG36,OUT049,3779
FDU37,OUT049,1288.9
FDK10,OUT049,2563.3
DRF37,OUT027,9227.9
FDC44,OUT035,1821.6
FDP15,OUT046,2914.8
FDZ27,OUT027,1012
FDY22,OUT019,567.26
DRG51,OUT035,2005.3
FDN58,OUT045,3707.1
FDW01,OUT049,2693.8
FDX24,OUT018,1480.7
FDO51,OUT017,1107.8
FDJ52,OUT027,4314.3
NCY06,OUT010,254.33
FDE20,OUT018,2376.9
FDT23,OUT010,227.7
FDQ51,OUT046,1677.8
FDE35,OUT046,1054.6
FDB46,OUT013,637.17
NCG19,OUT035,1556.6
NCL06,OUT018,2878.2
FDT36,OUT019,73.238
FDC56,OUT049,3456.1
FDJ26,OUT049,3440.8
FDZ59,OUT017,3263.7
FDV11,OUT027,4202.5
FDR13,OUT010,455.4
FDI15,OUT018,2384.8
FDF47,OUT018,1398.1
NCB54,OUT019,129.83
NCK19,OUT027,3078.6
FDX16,OUT017,2247
FDL50,OUT045,373.51
NCE31,OUT035,934.78
DRJ01,OUT049,1794.3
FDE22,OUT013,2406.8
FDY20,OUT019,515.32
NCO14,OUT045,1543.3
NCR50,OUT017,3173.8
DRM47,OUT017,1337.5
FDO27,OUT010,103.19
FDJ20,OUT027,1565.9
NCX17,OUT013,2812.3
FDG59,OUT049,810.94
FDD52,OUT045,1977.4
FDO48,OUT017,1989.4
FDC59,OUT019,193.74
FDS15,OUT018,1547.3
FDB47,OUT035,6291.8
FDV14,OUT019,85.888
FDB27,OUT013,1761.7
FDA35,OUT035,1981.4
FDN51,OUT018,4757.8
FDO39,OUT019,185.09
FDB28,OUT049,2956.1
DRJ25,OUT046,2492.7
FDH46,OUT027,2428.8
FDI10,OUT045,5000.8
FDU21,OUT018,713.07
FDD09,OUT049,1050.6
FDD10,OUT046,1070.6
FDN31,OUT010,384.83
FDA46,OUT018,4471.5
FDM56,OUT046,1757.7
FDF11,OUT010,486.03
FDS32,OUT018,1404.8
NCM06,OUT013,296.94
FDZ26,OUT045,3346.3
FDO01,OUT013,2956.1
FDJ46,OUT049,1926.1
FDG26,OUT019,884.18
FDZ38,OUT035,2085.2
NCO55,OUT013,2143.8
FDT60,OUT035,1486
FDW37,OUT049,1653.8
NCK42,OUT018,2804.3
FDA45,OUT046,529.31
FDW55,OUT018,4731.1
FDY44,OUT017,1370.2
FDQ31,OUT017,1494
FDM09,OUT049,3103.9
FDH12,OUT018,1547.3
NCQ43,OUT035,3002
FDT33,OUT035,2446.8
NCT41,OUT018,3795
DRJ25,OUT010,101.2
NCQ41,OUT046,5350.3
NCN17,OUT049,1619.2
DRO35,OUT027,2488.7
FDU27,OUT018,631.84
FDY43,OUT027,7741.9
FDG46,OUT035,2073.3
DRL49,OUT018,284.96
NCB55,OUT049,1677.8
FDK28,OUT049,5410.9
FDO49,OUT045,631.84
FDT03,OUT013,3123.9
FDW33,OUT027,1426.1
FDR02,OUT035,1890.2
FDF50,OUT013,3769.7
FDA40,OUT018,2067.3
NCT53,OUT018,2376.9
FDY60,OUT035,2150.5
FDP44,OUT027,3205.1
NCQ50,OUT045,4701.8
NCC30,OUT017,2676.5
FDQ60,OUT018,2892.2
FDG41,OUT046,1567.9
FDQ03,OUT046,1896.1
FDM03,OUT045,2465.4
FDZ51,OUT018,3046.7
DRF51,OUT035,934.78
FDF39,OUT017,10256
FDW52,OUT035,4275.7
FDY22,OUT049,1895.5
FDG14,OUT013,4402.2
FDA57,OUT017,1358.2
FDL45,OUT019,506
FDX28,OUT046,661.8
NCQ54,OUT013,990.71
FDH40,OUT045,2157.1
FDU52,OUT035,2503.4
FDT60,OUT010,123.83
FDK08,OUT045,201.07
FDN04,OUT049,3896.2
FDE50,OUT013,2816.3
FDI16,OUT049,2290.3
FDM50,OUT049,1677.8
NCV30,OUT049,2150.5
FDT44,OUT013,2548.6
FDY60,OUT013,3384.2
FDT56,OUT017,2143.2
FDV58,OUT018,1438.1
FDU04,OUT013,2924.1
NCN05,OUT027,3307.6
FDI53,OUT018,1127.8
FDD34,OUT046,1151.1
FDW47,OUT027,4832.3
FDT51,OUT027,5351
FDO27,OUT013,193.08
NCQ18,OUT018,1047.3
NCW05,OUT013,2787
FDI15,OUT010,262.32
NCH43,OUT010,427.44
FDT40,OUT049,1733.7
NCG19,OUT017,1874.8
NCM30,OUT035,701.75
FDB38,OUT017,3994.8
FDB22,OUT046,2106.5
FDC58,OUT046,810.94
NCI29,OUT013,2978.1
FDA23,OUT010,199.74
DRG48,OUT013,2707.1
FDV21,OUT013,1867.5
NCG18,OUT019,307.59
FDG40,OUT045,984.71
FDU24,OUT018,1246.3
FDA22,OUT049,2840.9
FDY35,OUT046,1323.6
FDJ15,OUT045,1653.8
NCW18,OUT018,3575.3
FDK56,OUT018,2458.1
FDF44,OUT046,2348.9
FDP51,OUT049,2450.1
FDU22,OUT027,4952.8
FDM28,OUT017,3415.5
NCL42,OUT046,5346.3
FDJ15,OUT019,1304.9
FDI32,OUT018,3335.6
DRL11,OUT046,1713.7
DRO59,OUT018,1290.3
FDA07,OUT019,124.5
NCO53,OUT013,2345.6
FDO21,OUT045,3739.1
FDW39,OUT045,3896.2
NCV17,OUT013,3545.3
FDE22,OUT046,1713.7
NCB06,OUT018,2247
DRF48,OUT017,1677.8
FDB05,OUT013,6404.9
FDP28,OUT027,4705.8
FDP23,OUT046,4701.8
NCS41,OUT018,3078.6
FDS40,OUT018,622.52
FDA16,OUT017,2210.4
FDN20,OUT035,3073.9
FDF04,OUT027,12117
DRG36,OUT018,2759
FDW16,OUT018,3046.7
FDU09,OUT017,3002.7
FDW01,OUT046,2693.8
FDB15,OUT045,5536.7
NCJ17,OUT049,1022.6
NCT18,OUT018,5492.8
FDG16,OUT018,3440.8
FDP27,OUT017,4364.3
FDQ44,OUT027,5404.9
FDL50,OUT027,3020
FDW57,OUT027,7939.6
FDS34,OUT013,1138.5
NCV30,OUT035,2043.3
FDD26,OUT018,3331.6
FDA03,OUT045,3825.6
FDS27,OUT018,2749.7
FDM12,OUT013,1491.3
NCV42,OUT027,5257.1
NCS41,OUT046,5386.9
FDN56,OUT018,2311.6
DRK59,OUT046,3072.6
NCG18,OUT046,1845.5
NCN26,OUT017,703.08
FDI60,OUT027,2192.4
NCI43,OUT049,1677.8
NCL17,OUT049,1966.7
FDQ19,OUT019,467.39
FDY43,OUT049,5198.5
FDR36,OUT049,905.48
FDJ58,OUT049,3779
DRY23,OUT045,809.61
FDK26,OUT027,5329
DRH03,OUT045,2799.6
FDC10,OUT010,131.16
FDD23,OUT013,3630.6
FDP32,OUT045,1780.3
FDO31,OUT035,1789.6
FDQ57,OUT013,3149.2
FDX32,OUT027,5779.1
FDC39,OUT027,6026.8
FDU55,OUT046,7549.5
FDL45,OUT013,2450.1
DRK37,OUT049,5502.8
FDK22,OUT013,1947.4
DRG37,OUT027,7741.9
FDK22,OUT017,1947.4
DRH36,OUT018,2679.8
DRC36,OUT018,4377.6
DRE03,OUT027,293.61
FDF34,OUT046,1182.4
FDZ22,OUT046,1414.8
FDC44,OUT010,222.37
FDN31,OUT027,3235.7
FDO03,OUT017,3435.5
FDA01,OUT049,1054.6
NCH42,OUT049,6041.4
FDF46,OUT018,361.52
DRL35,OUT046,1125.2
FDW46,OUT049,1597.9
FDB58,OUT046,3829
FDD47,OUT018,5326.4
NCO17,OUT045,1797.6
FDJ26,OUT017,6411.6
FDU37,OUT045,1038.6
